node,name
17493,Hadgaon Road
17512,Bandel Junction
17526,Chennai Chetpet
17527,Chennai Egmore
17540,Argul
17541,Chatrapur
17542,Dhaulimuhan
17543,Gangadharpur
17544,Golabai
17546,Mukteswar
17547,Nirakarpur
17548,Rambha
17549,Tapang
17552,Brahmapur
17562,Jagannathapur
17575,Ganjam
17578,Humma
17579,Burudi B.H.
17590,Khallikot
17591,Kalijai
17600,Chilka
17605,Balugaon
17643,Sarkantra
17671,Auvaneeswaram
17674,Unawa Aithor
17675,Jotana
17694,Nabadwip Dham
17696,Solari B.H.
17697,Kuhuri B.H.
17701,Kalupara Ghat
17702,Hagari
17763,Visapur
17785,Malthan
17788,Boribial
17805,Bhalwani
17812,Kem
17814,Chinkhill
17823,Thair
17824,Dhoki
17825,Palsap
17826,Kalamb Road
17827,Ausa Road
17834,Bhatangali
17839,Wadwal Nagnath
17840,Janwal
17847,Vadgaon Nila
17850,Pokharni Narsimha
17851,Sangannapur
17853,Devalgaon Avchar
17854,Manwat Road
17859,Kodi
17860,Dingaon
17878,Karanjgaon
17905,Achegaon
17916,Wadoda
17919,Kumgaon Burti
17927,Shri Kshetra Nagjhari
17949,Katepurna
17967,Mana
17971,Mandura
17976,Kuram
17981,Takli
17989,Yeola
17996,Makum
18010,Mandal Ghat
18025,Kolaigram
18030,Dhupguri Railway Station
18044,Samsi
18049,Bhaluka Road
18063,Harishchandrapur
18081,Adina
18097,Kumarganj
18122,Old Malda Junction
18125,Chamagram
18133,Jamirghata
18148,Tildanga
18156,Jatkanhar
18157,Paniajob
18162,Dongargarh
18163,Bortalao
18168,Darekasa
18175,Salekasa
18178,Dhanoli
18187,Amgaon
18200,Gudma
18217,Bakal
18222,Musra
18244,Parmalkasa
18251,Murhipar
18263,Rasmara
18288,Mandhar
18303,Silyari
18312,Baikunth
18314,Hathbandh
18358,Chakarbhata
18371,Sitapur Cantonment
18375,Sitapur City Junction
18415,Bilaspur Junction
18444,Kapan
18469,Daghora
18519,Ib
18529,Brajarajnagar
18531,Belpahar
18542,Brundamal
18564,Rengali
18586,Saintala
18603,Loisingha
18607,Khaliapali
18630,Turekala Road
18632,Harishanker Rd
18635,Khariar Road
18638,Komakhan railway station
18640,Bagbahra
18645,Bhimkhoj
18662,Khara
18686,Umaria Isra
18689,Ghatparsia Halt
18690,Salwa
18707,Chacher
18715,Tharsa
18718,Koka
18726,Tumsar Road Junction
18731,Mundikota
18736,Tirora
18737,Kachewani
18738,Gangajhari
18743,Kamptee
18746,Panpali
18747,Bagdihi
18748,Dharuadihi
18749,Tangarmunda
18754,Garposh
18755,Sogra
18756,Sonakhan
18760,Rajgangpur
18766,Kansbahal
18770,Kalunga
18784,Nuagaon
18789,Orga
18790,Parbatonia
18805,Jaraikela
18829,Derowan
18832,Mahadevsal
18837,Tunia
18839,Lotapahar
18860,Adityapur
18895,Ghatsila
18934,Khatkura
18936,Chakulia
18944,Dalbhumgarh
18949,Chirugoda
18961,Khemasuli
18967,Sardiha
18976,Banstola
18986,Jakpur
18991,Shyam Chak
18992,Madpur
18999,Bhogpur
19012,Kolaghat
19015,Deulti
19016,Bagnan
19022,Kulgachia
19023,Fuleswar
19026,Bauria
19031,Birshibpur
19036,Sankrail
19050,Pimpar Khed
19053,Naydongri
19054,Rohini
19055,Vaghli
19056,Kajgaon
19057,Nagardevla
19061,Galan
19062,Pardhade
19079,Panjhan
19082,Nandgaon
19084,Summit
19090,Hisvahal
19100,Ugaon
19104,Lasalgaon
19112,Devlali
19120,Kherwadi
19131,Padli
19137,Asvali
19153,Khadavli
19156,Vasind
19157,Asangaon
19160,Atgaon
19162,Khardi
19177,Bhone
19181,Padse
19187,Nardana
19190,Hol
19199,Khatgaon
19202,Sonshelu
19205,Khandbara
19212,Bhadwad
19217,Dondaicha
19224,Duskheda
19230,Raver
19235,Waghoda
19237,Kekatumar
19242,Shivni Shivapur
19244,Marsul
19245,Chondi
19246,Junona
19251,Malsailu
19252,Kannargoan Naka
19254,Penganga
19258,Pingli
19264,Godhani
19265,Kalmeshwar
19266,Bharatwada
19267,Kohli
19268,Sonkhamb
19278,Metpanjra
19298,Khongsara
19305,Bhanwar Tonk
19310,Balpur Halt
19311,Kothari Road
19312,Madwarani
19321,Korba
19348,Rajghat
19352,Lakshannath Road
19353,Angua
19354,Dantan
19355,Belda
19356,Bhakrabad
19361,Nuagaon Mayurbhanj Road
19362,Basta
19363,Amarda Road
19371,Balasore
19375,Tikirapal
19376,Haldipada
19378,Bahanaga Bazar
19380,Ranital
19381,Markona
19382,Baudpur
19388,Jajpur Keonjhar Road Junction
19389,Baitarni Road
19394,Dulakhapatna
19398,Manjuri Road
19413,Tangiriapal
19438,Nilakantheswar
19450,Nayagarh
19451,Jaroli
19454,Murga Mahadev Road
19455,Noamundi
19461,PadapaharJunction
19482,Singhpokharia
19492,Barithengarh
19513,Charbatia
19514,Bada Padagaon
19515,Joranda Road
19516,Shyama Charanpur
19523,Dandimal
19524,Sadashibapur
19527,Mahadia
19540,Nayabhagirathipur
19545,Meramandali
19559,Talcher Thermal
19560,Kerejanga
19562,Boinda
19563,Handapa
19565,Bamur
19573,Norla Road
19578,Rupra Road
19579,Kandel Road
19580,Kesinga
19585,Lanjigarh Road Jn
19587,Bissamcuttack
19588,Sansartali
19589,Muniguda
19590,Doikallu
19593,Gumada
19594,Kuneru
19595,Jimidipeta
19596,Ladda
19603,Singapur Road Junction
19623,Gotlam
19624,Garudubilli
19625,Bondapalli
19628,Gajapatinagaram
19629,Maradam Halt
19632,Komatipalli
19633,Donkinavalasa
19638,Sitanagaram
19641,Narsipuram Halt
19642,Parvatipuram
19643,Parvatipuram Town
19652,Ichchapuram
19677,Summadevi
19699,Harishchandrapuram
19708,Kotabommali
19717,Dindu Gopalapuram
19736,Routhpuram
19769,Gujjangivalasa
19778,Sigadam
19811,Vizianagaram Junction
19828,Shivalingapuram
19835,Tyada
19848,Chimidipalli
19879,Karakavalsa
19881,Shimiliguda
19882,Araku Valley
19937,Kottavalasa Junction
19960,Bheja
19966,Machkunda Road
19970,Paliba
19977,Tuni
19986,Narsipatnam Road
19999,Anakapalle
20011,Pithapuram
20025,Peddabrahmadevam
20031,Anaparti
20032,BaIabhadrapuram
20033,Rajahmundry
20035,Tadepalligudem
20038,Prattiapadu
20054,Chagallu
20063,Pasivedala
20070,Bhimadolu
20071,Badampudi
20078,Vatlur
20082,Eluru
20112,Gunadala
20121,Zampani
20131,Cheruvu Madhavaram
20133,Gangineni
20142,Bonakalu
20179,Garla
20212,Hasanparthi Road
20258,Repalliwada
20267,Ralapet
20278,Sirpur Kagaznagar
20287,Vempalli
20296,Wirur
20302,Mukutban
20305,Gondwana Visapur
20313,Kayar
20317,Vivekanand Nagar
20324,Choti Padoli
20327,Bhandak
20335,Majri Junction
20350,Chikni Road
20355,Nagri
20360,Yenor
20365,Hinganghat
20369,Wagholi
20370,Bhugaon
20371,Sonegaon
20372,Dum Dum
20377,Brahmanpalli
20381,Masaipet
20390,Wadiaram
20395,Mirzapalli
20401,Akanapet
20403,Bhiknur
20405,Tippapur
20409,Talmadla
20426,Sirnapalli
20431,Indalvai
20435,Dichpalli
20440,Nizamabad Junction
20443,Jankampet
20446,Fakhrabad
20453,Basar
20456,Dharmabad
20459,Samrala
20460,Chikna
20462,Karkheli
20469,Bolsa
20479,Shelgaon
20484,Sivungaon
20505,Pedakurapadu
20514,Damarcherla
20515,Kondrapol
20523,Tsunduru
20535,Morampudi
20558,Jandrapeta
20570,Bapatla
20586,Nidubrolu
20628,Singarayakonda
20687,Padugupadu
20703,Vedayapalem
20731,Nandiyampakkam
20732,Minjur
20733,Anuppambattu
20742,Kavaraippettai
20744,Elavur
20759,Akkampeta
20787,Polireddipalem
20789,Doravarichatram
20803,Pedapariya
20808,Odur
20837,Manubolu
20844,Kommarapudi
20871,Narasaraopet
20876,Pendekallu Junction
20887,Dhone Junction
20908,Chelama
20914,Nandipalli
20931,Krishnammakona
20934,Tarlupadu
20954,Vinukonda
20963,Santamagulur
20966,Munumaka
20968,Tuggali
20975,Imampuram
20978,Venkatampalle
20991,Nakkanadoddi
20996,Pathakothacheruvu
21009,Jakkalacheruvu
21013,Vanganur
21047,Yerragudipad
21050,Kalamalla
21055,Muddanuru
21064,Kadapa Junction
21081,Ontimitta
21082,Bhakarapeta
21087,Kanamalopalle
21097,Reddipalli
21121,Mamanduru
21169,Vepagunta
21173,Sri Venkataperumal Rajupuram
21185,Nancherla
21186,Nemkallu
21191,Molagavalli
21192,Nagarur
21193,Adoni
21196,Kosgi
21198,Marichethal
21204,Malkhaid Road
21209,Sedam
21235,Rukmapur
21238,Mailaram
21280,HITEC City
21294,Sanjeevaiah Park
21298,Gate Vanampalli
21301,Sadashivapet Road
21306,Zahirabad
21307,Halbarga
21308,Ambika Rohina
21309,Chakur
21317,Martur
21318,Hirenanduru
21319,Boroti
21321,Mohol
21322,Malikpeth
21350,Kadavai
21356,Guneru Bamori
21357,Rahatwas
21358,Maban
21367,Gongle
21374,Wadegaon
21375,Arjuni
21378,Khurda Road Junction
21403,Loni
21430,Manjari Budruk
21433,Hadapsar Railway Station
21443,Bansapahar
21445,Manikpur Junction
21457,Bargarh
21468,Jasra
21469,Itwadundiala
21470,Barah Maufi
21471,Subedarganj
21473,Bidanpur
21474,Sirathu
21475,Sath Naraini
21484,Chakeri
21493,Rasulpur Gogumau
21508,Garhnokha
21519,Karahdih
21526,Dekpura Halt
21571,Elamanur
21583,Birang Khera
21584,Sangat
21585,Gurusar Sahnewala
21588,Khui Khera
21589,Jandwala
21592,Chak Pakhewala
21595,Ajit Gill Matta
21601,Kot Kapura Junction
21604,Theh Qalandar
21607,Ladhuka
21612,Giani Zail Singh Sandhwan
21617,Pipli Pakhi Kalan
21634,Moga
21637,Ajitwal
21638,Chaukiman
21641,Bhanohad Punjab
21642,Badowal
21644,Model Gram
21655,Ladhowal
21661,Bhattian
21664,Sindhar
21665,Kang Khurd
21666,Goraya
21671,Giddarpindi
21674,Mauli Block Hut
21678,Sultanpur Lodi
21683,Kartarpur
21684,Hamira
21693,Ramidi
21716,Dhilwan
21740,Butari
21752,Jandiala
21755,Manawala
21799,Batala Junction
21810,Jakolari
21825,Sujanpur
21828,Madhopur Punjab
21913,Block Hut Basantar
21955,Ghiala
21956,Kandrori
21967,Musahibpur
21968,Chak Kalan
21974,Khuda Kurala
21975,Garna Sahib
21988,Unchi Bassi
21993,Ghaunspur
22008,Kedgaon
22028,Khutbav
22047,Yavat
22062,Uruli
22078,Machrowal
22079,Bhogpur Sirwal
22084,Sanaura
22085,Cholang
22090,Tanda Urmar
22096,Kala Bakra
22111,Sadhoogarh
22115,Shambhu
22124,Sarai Banjara
22131,Kalanour
22136,Jagadhri Workshop
22146,Tandwal
22154,Bakayanwala
22175,Ambewadi
22183,D.A.V. College
22187,Noh-Bachhamabi
22209,Kanale
22213,Roranwala
22214,Bahmni Wala
22215,Chargwan
22216,Jhabelwali
22217,Kohar Singh Wala
22220,Jhok Tahal Singh
22223,Ratangarh Kanakwal
22228,Pathrala
22229,Bagwali
22246,Bahman Diwana
22247,Raman
22248,Bangi Nihal Singh
22263,Wander Jatana
22266,Arabaghatta
22269,Panoh
22284,Faridnagar
22289,Jethuke
22310,Ding
22311,Suchan Kotli
22314,Mahuwala
22317,Alapakkam
22357,New Kaithal
22362,Solu Majra
22365,Lowjee
22377,Gurthuri
22404,Bhaini Khurd
22466,Jyotisar
22484,Kurukshetra Junction
22542,Panipat Junction
22600,Tantpur
22602,Bangarmau
22612,Diwana
22618,Asan
22624,Banbasa
22625,Tanakpur
22674,Lalit Khera
22693,Isapur Khera
22705,Parao Mahna
22714,Rabrah
22720,Darshannagar
22725,Sarsadh
22738,Ganaur
22745,Bhodwal Majri
22762,Samalkha
22770,Barwasni
22777,Bishalgarh
22778,Goreswar
22779,Khandikar
22780,Harisinga
22791,Loharu Junction
22800,Aluabari Road Junction (Islampur)
22801,Tupadih
22810,Khurhand
22813,New Madanpur
22814,Jitpur
22815,Jamua
22819,Hansdiha
22823,Kushalpura
22825,Sainiwas
22827,Ghalkalan
22830,Parvezpur
22841,Surajpur Road
22848,Dewalgaon
22865,Kadalundi
22874,Bhansi
22878,Kamalur
22966,Bade Arapur
23026,Pimplachaure
23042,Gollapally
23081,Ismaila Haryana
23093,Sattenapalli
23098,Iqbalpur
23099,Raisi
23104,Phulpur
23108,Laiburwa Halt
23110,Paradol
23140,Danea
23163,Mael
23188,Chhapar
23198,Hendegir
23241,Mahuamilan
23252,Kole
23253,Richughuta
23290,Demu
23292,Latehar
23307,Bendi
23308,Kumandih
23318,Hehegara Halt
23323,Chhipadohar
23325,Barwadih Junction
23333,Kechki
23342,Chianki
23349,Daltonganj
23353,Kajri
23365,Lalgarh Bihar Halt Railway Station
23399,Sigsigi
23401,Karkatta
23412,Untari Road
23415,Satbahini
23429,Muhammadganj
23434,Kosiara
23437,Haidarnagar
23452,Japla
23485,Gidhaur
23486,Chaura BH
23493,Kunder Halt
23498,Bashuachak Halt
23499,Bhalui
23500,Balahapur
23505,Gohari Gram
23506,Bansipur
23507,Lakhochak Halt
23508,Mahesh Leta Halt
23513,Telwa Bazar Halt
23514,Simultala
23519,Narganjo Halt
23520,Rajla Halt
23537,Tulsitanr
23551,Lahabon
23558,Kumrabad Rohini
23563,Sankarpur
23564,Jamtara
23567,Kaseetar Halt
23568,Vidyasagar
23570,Madankata Railway Station
23573,Joramow Railway Station
23582,Mathurapur railway station
23589,Chittranjan
23598,Maheshmunda Junction
23605,Krishna Ballabh Sahay Halt
23608,Jagadishpur
23611,Jhilmil
23617,Shaheed Nagar
23618,Raj Bagh
23621,Sarmatanr
23624,Hirodih
23627,Larabad Block Hut
23628,Koderma Junction
23634,Gujhandi
23649,Dilwa
23664,Nathganj
23665,Baskatwa B. H. Railway Station
23668,Gurpa
23698,Rajendra Nagar
23699,Chaudhribandh
23709,Keshwari
23713,Chaube
23714,Dasra Halt BH
23744,Chegro
23751,Nichitpur
23752,Matari
23761,Mugma
23765,Dhule
23768,Barapalasi
23769,Nonihat Bhaturia
23772,Kumradol
23788,Nagla Tula
23793,Prasannayanapalli
23803,Dhanora(Deccan)
23809,Lingti
23839,Vendra
23840,Channi
23849,Palasdhari Station
23865,Taropa
23880,Garhi Manikpur
23881,Kundaharnamganj
23882,Barh
23883,Barhiya
23884,Gautamsthan
23885,Gouchhari
23886,Jangipur Road
23888,Sonuabari
23889,Thekeraguri
23890,Laimekuri
23891,Simen Chapori
23904,Ernakulam D Cabin
23922,Bhuyar
23923,Kuhi
23929,Bhiwapur
23941,Bhandewadi Halt
23944,Tempa
23945,Gogamukh
23958,Dabhoda
23965,Ashtegaon
23966,Pusla
23967,Benoda
23968,Hiwarkhed
23969,Mowad
23970,Morshi
23971,Pala
23972,Kilanwali Punjab
23973,Hampapattana
23976,Saidapur
23980,Chegunta
23981,Krishna Junction
23989,Gangavaram
23990,Lankalakoderu
23993,Virapur
23998,Hanumapura
24009,Ladkhed
24060,Vilegaon
24063,Talaku
24064,Alampur Road
24084,Khekra
24111,Uppalavai
24134,Koilakuntla
24153,Mustafabad
24161,Jutturu
24187,Thangundi
24197,Maheji
24219,Ganj Dundwara
24229,Dadgaon
24232,Sham Chaurasi
24233,Salkaroad
24234,Jawalamukhi Road
24240,Barhan
24261,Bedag
24264,Bamani
24265,Padsali
24292,Bimbari
24293,Jambhali
24300,Therban
24333,Dhapewara
24353,Mathnashipur
24381,Majheran Himachal
24389,Kumthakhurd
24431,Rishikesh
24433,Labpur
24466,Ranjani
24468,Partur
24469,Pushpattur
24480,Tunga Bhadra Dam
24501,Wimco Nagar Depot
24539,Shohratgarh
24541,Mahtha Bazar
24547,Virul
24561,Khandrai
24564,Butane
24582,Dhamtan Sahib
24646,Cansaulim
24648,Suravali
24659,Kamepalli
24679,Hiwarkhed
24682,Wan Road
24687,Dhulghat
24689,Dabka
24690,Vyasanakere
24706,Konagavalli
24707,Bhadan
24710,Bhadrauli
24715,Thiruvananthapuram North
24718,Bamhni
24720,Sonada
24723,Kurseong
24749,Shivani
24757,Konanur
24760,Mekra Mamarkhabad Halt
24761,Digha
24762,Ramnagar
24770,Harnaut
24783,Baramula
24843,Dhulipalla
24858,Gandhi Smrak Road
24869,Kalka
24883,Beria Daulat
24961,Pipla
24962,Patansaongi Town Halt
24980,Gatra
24989,Dakaniya Talav
25029,Kota Junction
25042,Summer Hill
25053,Avuladatla
25055,Kalyanadurga
25058,Nageshwadi
25071,Tyakal
25087,Khadur Sahib
25088,Gurusar Sutlani
25089,Rafiganj
25099,Bhatar
25106,Dev Road Halt
25112,Kathalpukhari
25115,Madanpur
25118,Saheed Matangini
25121,Bhayandar
25126,Dahisar
25128,Mira Road
25160,Borivali
25173,Tamluk
25208,Khushal Nagar
25255,Jnanabharati
25256,Pattanagere
25261,Jnanabharathi
25262,Udumalaippettai
25264,Gaya Junction
25286,Mangampet Road
25292,Masangaon
25293,Chirailla Pauthu
25298,Hilara
25305,Phiding
25312,Durga Chak Town
25313,Palasner
25316,Shilpaprabesh
25320,Neyamatpur Halt
25321,Bela
25322,Ner Halt
25323,Wanabar Halt
25336,Gorakhpur Junction
25347,Gorakhpur Cantonment
25355,Pura Halt
25356,Kothana Halt
25357,Kanchrapara
25390,Shravanabelagola
25412,Daniyawan Junction
25413,Shimoga Bidare
25414,Gurhanwa
25428,Chinchpokli
25429,Dadar
25442,Bengaluru East
25443,Ore
25446,Wanparti Road
25447,Kalyani Ghoshpara
25450,Bally Ghat
25457,Bhelwa
25458,Chailaha Halt
25510,Tiruvennainallur Road
25537,Kaldhari
25553,Jorhat Town
25563,Ballari Cantonment
25566,Ballari Junction
25567,Haddinagundu
25612,Jeonara
25626,Dhatura Alipur
25627,Jamgaon
25628,Rampuri
25660,West Hill
25661,Gangatola
25662,Khairranji
25666,Agaram Sibbandi
25677,Matabhanga
25699,Betgara
25750,Amoni
25751,Jakhalabandha
25752,Samaguri
25755,Amronga
25770,Bahadur Chariali
25771,Bogapani
25772,Powai
25789,Jakhal Junction
25822,Sadar Bazar
25841,Thrissur Railway Station - West Entry
25858,Ramrajatala
25859,Chengail
25860,Mahisadal
25861,Basulya Sutahata
25863,Anand Vihar (Blue Line)
25864,Anand Vihar
25883,Satish Samanta
25897,Silaiman
25935,Asaoti
25940,Palwal
25958,Garhi Harsaru Junction
25960,Sultanpur Kaliawas
25973,Chhandar
25974,Patrasayer
26000,Canning
26012,Bonidanga
26021,Renigunta Junction
26030,Palsit
26041,Gangpur
26048,Barddhaman Junction
26057,Sitarampur
26084,Asansol Junction
26103,Howrah
26112,Howrah Goods
26124,Padmapukur
26143,Raja Ki Mandi
26145,Sirkazhi
26148,Bilwai
26157,Khanja
26207,Kanjiya
26231,Pinjrapol
26255,Siduli
26262,Challavaripalli
26263,Komali
26301,Pali Marwar
26315,Jhapater Dhal
26317,Ishan Chandi Halt
26318,Paraj
26325,Mankar
26378,Itarsi Junction
26382,Kotla
26387,Darasuram
26409,Secunderabad West
26415,Arts College
26416,Sitaphalmandi
26432,Pagidipalli
26434,Jamuniatanr Halt
26438,Borgaon
26439,Chanchai
26446,Khairatabad
26447,Necklace Road
26508,Damru Ghutu
26559,Bhandaridah
26656,Etmadpur
26660,Lalru
26667,Chatouli
26686,Mankameshwar Mandir
26693,Yamuna Bridge
26698,Agra City
26711,Bilochpura
26712,Kelavli
26714,Alnavar Junction
26743,Ghoraghata
26751,Sibaichandi
26752,Gurap
26753,Jhapandanga
26754,Jaugram
26762,Majhergram
26763,Mirzapur Bankipur
26766,Khasa
26767,Sangrana Sahib
26784,Punthottam
26811,Bankim Nagar
26812,Pancheberia
26813,Dhamua
26814,Nagore
26816,Nagappattinam Junction
26817,Velippalaiyam
26836,Bahilpurwa
26838,Lohta
26858,Kottekad
26859,Kanjikode
26860,Lakkiti
26861,Palappuram
26864,Mannanur
26865,Bharathappuzha
26868,Vallathol Nagar
26869,Mullurcarai
26871,Wadakancheri
26890,Ollur
26895,Pudukad
26896,Liluah
26911,Dankuni
26922,Chitta
26925,Nellayi
26944,Pulinchodu
26945,Companypady
26946,Muttom
26947,Kalamassery
26948,Kalamassery Town
26949,Ernakulam Town
26950,Ernakulam Junction
26975,Kaikala
26978,Ganj Khawaja
26985,Bahir Khanda
26992,Velankanni
27044,Deen Dayal Upadhyaya Junction
27053,Ghora Ras Ghona
27075,Noapara
27080,Baranagar
27096,Patipukur
27101,Kolkata
27112,Dashnagar
27114,Tikiapara
27126,Santragachi Junction
27155,Aithal
27156,Pathri
27157,Ikkar
27162,Barhni
27175,Nimcha
27187,Dum Dum Cantonment
27202,Rabindra Sarobar
27226,Bhatsar
27237,Varakalpattu
27275,Beliaghata Road
27277,Karea Kadambagachhi
27290,Gobardanga Railway Station
27291,Chandpara
27301,Sonaili
27324,Gullaguda
27347,Dandkhora
27348,Gorphar
27349,Bishanpur Halt
27358,Dhachna
27362,Kachna
27363,Jhitkia
27376,Kamarkundu
27384,Baruipara
27385,Garh Banaili
27391,Balarambati
27393,Palla Road Station
27397,Bathna Krittibas
27399,Kasba
27400,Jalalgarh
27412,Heggere
27413,Khambel
27414,Manshahi
27419,Tenua Dumaria Halt
27420,Lalganj Pakri
27421,Sarai
27423,Bhagwanpur
27426,Bennipatti Pirapur
27427,Goraul
27428,Kurhani
27467,Maniyan
27468,Sajha Halt
27469,Milangarh
27470,Malahar
27474,Madhupur Junction
27476,Chicholi Buzurg
27479,Giridih
27480,Malancha
27481,Rampur Bazar
27482,Mallickpur Hat
27487,Ramtek
27490,Amdi Halt
27495,Ambaturai
27507,Ganganiyan
27511,Khariapipra Halt
27515,Kakinada Port
27526,Gopalapatnam
27547,Simhachalam North
27588,Kovvur
27592,Buniadpur
27593,Daulatpur Hat
27594,Deotala
27595,Mahanagar
27597,Sripur Halt
27602,Ammapali
27612,Bharpura Pahleza Ghat Junction
27629,Retang
27653,Sakaldiha
27656,Chausa
27657,Pawani Kumarpur Halt
27660,Nimkana
27663,Banbihari Gwalipur
27665,Badakhandeita
27672,Sarvodaya Halt
27673,Kauriya Halt
27674,Karisath
27675,Jagjeevan Halt
27676,Jamira Halt
27677,Kulharia
27683,Sujalpur
27739,Thakurli
27741,Hazi Md Mohsin Halt
27799,Nahur
27805,Wadala Bridge
27807,Acharya Atre Nagar
27819,Mumbai CSMT
27825,Budagumpa
27829,Jabbalagudda
27831,Chikkabenakal
27832,Bagula
27835,Lalgopalganj Railway Station
27848,Jalalpur Dhai
27856,Parbhani Junction
27868,Gudum
27876,Marauda
27906,Toranagallu Junction
27919,Sonalium
27920,Dudhsagar
27928,Igatpuri
27931,Palasdhari
27941,Lonavala
27949,Mahalam
27950,Tallisaida Sahu
27963,Amravati
27968,Narkher
27971,Sirpur Town
27975,Surendranagar Junction
27984,Unguturu
27999,Kalas
28050,Sambalpur Road
28085,Panskura Junction
28088,Narayan Pakuria Murail
28093,Balichak
28102,Walajabad
28128,Nallacheruvu East
28129,Kanhaipur Halt
28130,Anipur
28132,Seydunganallur
28133,Aunta Halt
28158,Bharoli Junction
28160,Pathankot Junction (NG)
28185,Kusunda Junction
28199,Mahuda Junction
28207,Dugda
28210,Chas Road
28220,Ramgovindsingh Mahuli Halt
28232,Dumri Halt
28255,Bhatapara
28281,Uska Bazar
28283,Bijwasan
28299,Keutguda Junction
28317,Partabpura
28321,Mesra
28325,Jhanjhitoli Halt
28334,Bamanhat
28337,Abutara Halt
28341,New Gitaldaha
28342,Falimari
28346,Dina Nagar
28389,Adirampattinam
28397,Krishnarajapuram
28399,Hailakandi
28404,Dinhata
28405,Dinhata College Halt
28406,Bhetaguri
28407,Dewanhat
28414,Jasidih Junction
28432,Patna Sahib
28436,Kawar
28458,Govindpuri
28469,Kanpur Anwarganj
28488,Bhimsen Junction
28491,Unnao Junction
28511,Singhabad
28514,Ahiran
28515,Khidirpur
28565,Mawai
28587,Kengeri
28590,Mysore Road
28591,Deepanjali Nagar
28610,Palahalli
28619,Pandavapura
28623,Byadarahalli
28633,Nawadih
28640,Borhat
28648,Alewahi
28669,Hempur Ismail
28678,Khar Road
28684,Tejpurwa Halt
28685,Dholi
28711,Palachauri
28714,Iklehra
28753,Tirumalairayanpattinam
28771,Danauli Phulwaria
28772,Lakho Railway St.
28784,Junagadh Junction
28841,Udhagamandalam
28893,Karad
28907,Nallattipalaiyam
28928,Uttukuli
28950,Tiruppur
28960,Karna
29022,Vanjipalaiyam
29027,Miranpur Katra
29049,Pokhrayan
29055,Baba Laxman Daspuri
29067,Singanallur
29084,Khodiyar Junction
29087,Patiali
29090,Irugur Junction
29101,Samhon
29113,Chitalda
29114,Kevedi
29115,Umarpada
29122,Peelamedu
29148,Coimbatore North
29167,Mahrawal
29194,Maivadi Road
29200,Madathukulam
29223,Mettur Dam
29232,Erode Diesel Loco Shed Track: Double Electric-Line
29244,Vadippatti
29274,Puliyamangalam
29278,Egattur
29281,Vemulapadu
29283,Thirumayilai
29285,Erode Junction
29321,Mavelipalaiyam
29342,Sankari Durg
29428,Valadi
29446,Shanki
29447,Biratoli
29453,Nature Cure Hospital
29513,Risama
29584,Ghatnandur
29604,Omalur Junction
29635,Tolasampatti
29657,Vanchi Maniyachchi Junction
29677,Bacheli
29704,Gidam
29714,Dabpal
29715,Kawargaon
29744,Kaklur
29780,Dilmili
29787,Ukhali
29801,Tokapal
29853,Jagdalpur
29870,Nakti Semara
29911,Kotapar Road
29928,Charamula Kusumi
29952,Khadapa
29968,Dabhou
30000,Jarati
30046,Tinnappatti
30064,Karuppur
30141,Lokur
30235,Buddireddippatti
30284,Jeonathpur
30306,Shiu Sagar Road
30317,Gaipura
30322,Manda Road
30327,Pahara
30334,Bhalej
30335,Umreth
30336,Thonganur
30348,Morappur
30355,Dasampatti
30356,Kunnattur
30357,Samalpatti
30381,Kagankarai
30440,Vaniyambadi
30455,Railway Station
30471,Kettandapatti
30506,Molakarampatti
30537,Muttampatti
30608,Pamban
30613,Mandapam
30614,Khunkhuna
30615,Talodhi Road
30619,Valantaravai
30637,Sattirakkudi
30669,Sivarakottai
30684,Sikkal
30698,Nidamangalam Junction
30712,Thanjavur Junction
30730,Jonekarang
30756,Silapathar
30763,Moridhal
30780,Sripani
30820,Vaitarna
30825,Kelve Road
30846,Panitola
30848,Tinsukia Junction
30867,Kenchanalu
30872,Talap
30874,Tollygunge
30916,Kandwal
30935,Kadethan
30946,Adichunchanagiri
30974,Barial Himachal
30998,Guler
31029,Tripal
31073,Bhivpuri Road
31104,Titwa
31105,Khopoli
31123,Vithalwadi
31215,Shahi
31228,Laluri Khera
31250,Dibnapur
31257,Bijauria
31263,Murthiha
31286,Tanda Halt
31296,Akelahanspur
31303,Mailani Junction
31319,Garra
31320,Kaydi Halt
31325,Mulakala Cheruvu
31326,Akshaywat Rai Nagar
31327,Chandauli Majhwar
31328,Saidraja
31333,Baijnath Mandir
31372,Chauntra Bahetren
31377,Mahpur
31393,Kuakhera
31400,Bothiya
31422,Kachhla Halt
31435,Sheikhupur
31436,Bamiana
31458,Ghatpuri
31547,Behtagokul
31558,Dalelnagar
31569,Umar Tali
31573,Balamau Junction
31639,Masit
31655,Sethal
31673,Pitambarpur
31695,Tisua
31726,Banthra
31740,Roza Junction
31773,Shahjahanpur
31777,Mighauna
31789,Shahbaznagar
31798,Bisalpur
31819,Pauta
31822,Pratabpur
31827,Bhopatpur
31839,Areli
31844,Dhakia Tiwari
31848,Nigohi
31851,Vazeerpur
31859,Zindpura
31865,Chak Safaura Halt
31870,Bahalda Road
31873,Majhola Pakarya
31874,Nyoriya Husenpur
31875,Bharopatti Station
31881,Prasadpur
31897,Dudhiya Khurd
31903,Rajnarainpur
31910,Mala
31925,Manjhra Purab
