node,name
7733,Sondimra
7734,Harubera
7751,Ukhra
7758,Jamuria
7759,Rupnarayanpur
7760,Jaynagar
7761,Basugaon
7765,Doiwala
7768,Ambikapur
7773,Birsinghpur
7774,Burhar
7775,Mudaria
7776,Shahdol
7794,Umaria
7800,Manendragarh
7803,Rewa
7806,Garwa
7809,Boddavara
7830,Gorapur
7836,Dhakuria
7841,Titlagarh Junction
7843,Mandir Hasaud
7844,Mahasamund
7845,Kantabanji
7848,Lakhna
7850,Nawapara Road
7875,Sanka
7884,Hathua
7886,Amlori Sarsar
7896,Mandla Fort
7897,Bamhani Banjar
7903,Phulwaria
7906,Bathua Bazar
7908,Sipaya
7918,Jiradei
7924,Siwan Kachari
7925,Karchhue
7926,Sidhwalia
7927,Manjhagarh
7948,Maharajganj
7957,Sarhari Halt
7965,Kotdwara
7967,Birsola
7969,Kanhad Gaon
7973,Rusera Ghat
7974,Narhan
7975,Bhagwanpur Desu
7976,Muktapur
7977,Bihariganj
7978,Nainpur Junction
7980,Samnapur
7981,Magardharra Ph
7985,Nagarwara
7990,Charghat Pipari
7994,Sankheda Bahadurpur
7996,Jabugam
8016,Punkunnam
8017,Murliganj
8021,Deenapatti
8027,Baijnathpur
8028,Budhma Station
8033,Methai
8039,Dauram Madhepura
8041,Araria Court
8043,Arariya
8048,Anandpur Sahib
8053,Bhanupali
8057,Nangal Dam
8065,Nangal Township
8072,Raimahatpur
8077,Matunga Road
8088,Chinnadagudi Hundi
8092,Mankhurd
8093,Mandale
8096,Govandi
8098,Chembur
8099,Chembur
8103,Kurla
8111,Balegundi
8112,"D.A.V. College, Jalandhar"
8131,Khojewala
8132,Baba Sodhal Nagar
8152,Suchipind
8166,Bolinna Doaba
8174,Dhogri
8186,Alal
8189,Lakhabawal
8191,Nakodar Junction
8192,Shankar
8193,Thabalke
8201,Kakrala
8204,Nabha
8205,Kalhemajra
8210,Sundarpur Barah Kalan
8219,Dokwa
8227,Sadulpur Junction
8234,Suratpura Junction
8238,Paharsar
8259,Basudebpur
8260,Pathsala
8261,Sorbhog
8268,Sanko Para Halt
8286,Balwantpura Chelasi
8300,Talpur Halt
8308,Shribar
8312,Kamranga
8320,Mundalaram
8321,Kachnara Road
8327,Sirsuphal
8332,Ettimadai
8333,Madukkarai
8344,Chakand Railway Station
8354,Dhuva
8358,Pipliya Road
8361,Binnaguri
8370,Bareilly Cantt. Junction (Chanehti)
8371,Kasganj Junction
8372,Ramganga
8381,Bareilly City
8386,Clutter Buck Ganj
8396,Kathghar
8409,Malda Court
8424,Karaikkudi Junction
8436,Koolipalayam
8438,Dhemaji
8440,Kaniuru
8444,Mallarpur
8446,Tejnarayanpur
8455,Kovilpalaiyam
8456,Chettipalaiyam
8457,Anamalai Road
8458,Minatchipuram
8461,Ramkanali Junction
8467,Binauri
8468,Lalsot
8470,Deedwana
8472,Nangal Rajawatan
8538,Devpura
8546,Sawai Madhopur 'D' cabin
8547,Titte
8550,Chhapra Gramin Junction
8555,Bhandana
8570,Maksi Junction
8575,Thalangai
8609,Saoner Junction
8610,Seoni
8613,Patansaongi
8626,Kheduli
8627,Raiganj
8629,Dharmanagar
8631,Ramnagar
8632,Pirumadara
8640,Mettupalayam
8642,Ujhani
8643,Meralgram
8651,Urwan
8660,Dhanwar
8669,Garhmuktesar Bridge
8679,Sunam Udham Singh Wala
8681,Tharwai
8682,Bobbili Junction
8683,Salur
8685,Rompalle
8687,Hotgi Junction
8690,Jadoli Ka Bas
8694,Gazika
8695,Bargarh Road
8696,Etah
8700,Barpali
8707,Kendujhargarh
8708,Naranpur
8713,Hojai
8714,Khowang
8715,New Sisibargaon
8716,Tangni
8721,Boxirhat
8726,Obra Dam
8727,Sonbhadra
8729,Harmuti Junction
8731,Gevra Road
8763,Saragbundia
8785,Arakkonam Junction
8795,Sikroda
8802,Thara
8808,Gummidipundi
8813,Koth Gangad
8814,Godhaneshwar
8815,Dholka
8817,Saljida
8818,Charadu
8819,Vasai Dabhla
8820,Gerita Kolvada
8821,Gawada Malosan
8823,Mahadevpura
8824,Sur Road
8826,Kadiyadra
8827,Pardi
8835,Hoshiarpur
8842,Moti Khawdi
8843,Una
8848,Loliya
8858,Karaikal
8860,Kariganuru
8863,Majerhat
8864,Majherhat
8869,Than
8878,Faridabad
8894,Dekargaon
8896,Nandagaon
8898,Hallikhed
8899,Bharur
8902,Patsul
8903,Ratnapur
8905,Amalakhurd
8906,Jirwan
8910,Velachha
8911,Limbara
8914,Asarma
8915,Simodara
8916,Kosadi
8926,Zankhvav
8945,Diamond Harbour
8951,Diphu
8952,Kalyani Shilpanchal
8963,Kalyani Simanta
8972,Mandor
8975,Karjana
8976,Karjanagram
8978,Balgona
8979,Nigan
8980,Kaichar
8981,Bankapasi
8982,Shrikhanda
8983,Shripat Shrikhanda
8986,Khandala
9031,Diara
9035,Raxaul
9039,Baraigram Junction
9040,Puranpur
9041,Hasnabad
9043,Basirhat
9044,Dhatrigram
9045,Nandai Gram
9048,Samudra Garh
9051,Kalinagar
9053,Karnasubarna
9068,Chandrapur
9069,Annigeri
9070,Indrabil
9132,Patasahi
9135,Kendposi
9144,Rakshi
9147,Rangra
9176,Mulund
9181,Bhadroli
9194,Ram Mandir
9197,Hirisave
9265,Gole
9266,Kariyappattinam
9270,Vedaranniyam
9272,Topputurai
9274,Tillaivilagam
9275,Bebejia
9276,Rupahigaon
9277,Modran
9279,Dumka
9284,Nawadih Halt
9290,Birahalli
9291,Annechakanahali
9292,Neyvilakku
9293,Kuruvappulam
9294,Agastiyampalli
9299,Chandannagar
9300,Jagaddal
9301,Mankundu
9307,Khandi
9312,Padalam
9317,Naharlagun
9324,Koderma Town
9329,Gobarwahi
9330,Tirodi
9335,Vandalur
9339,Begu Sarai
9340,Garhpura
9341,Hasanpur Road
9342,Salauna
9343,Harnagar
9344,Biraul
9345,Kantakosh
9407,Sathin Road
9411,Karmali
9417,Bhawi
9418,Silari
9419,Mandapam Camp
9420,Uchippuli
9425,Hampapura
9427,Guwahati
9450,Papanasam
9460,Azara
9464,Tambaram Sanatorium
9465,Lotarva
9474,Rajim
9479,Talaivasal
9482,Khamargachhi
9487,Ambika Kalna
9488,Baghnapara
9489,Biggabas Ramsara
9491,Mududi
9493,Kundgol
9518,Barbil
9521,Sarla Junction
9524,Panoli
9527,Nawada Railway Station
9529,Didwana
9534,Katangi
9535,Tumsar Town
9538,Waraseoni
9539,Lakhanwara
9541,Saongi
9544,Bangaon Junction
9546,Petrapole
9547,Banpur
9548,Gurha Kemla
9553,Nangal Degrota
9581,Chabua
9588,Rewari Junction
9606,Anajmandi Rewari
9627,Dhana Ladanpur
9642,Pakki
9645,Qabarwala
9651,Bhukarka
9710,Dobh Bhali
9722,Sirsala
9733,Bulandshahr
9734,Khurja City
9735,Khurja Juction
9737,Nathnagar
9749,Thiruthuraiyur
9752,Serndanur
9755,Vallivedu
9762,Barasat Junction
9763,Belgharia
9764,Seoraphuli Jn
9765,Baidyabati
9766,Bhadreshwar
9768,Arambag
9769,Krishnanagar City Junction
9773,Kalinarayanpur Junction
9774,Habibpur
9780,Bishnupriya
9781,Bhandartikuri
9782,Purbasthali
9783,Mertala Phaleya
9784,Lakshimipur
9785,Belerhat
9786,Patuli
9787,Agradwip
9788,Dainhat
9792,Nayudupeta
9794,Melpattambakkam
9799,Kurumbur
9806,Sonbarsa Kacheri
9807,Panchgachia
9808,Supaul
9809,Garh Baruari
9810,Tharbitia
9811,Raghopur
9814,Narpatganj
9818,Panjwara Road
9819,Telia
9822,Murahara
9824,Barahat Junction
9825,Punsia
9826,Dhauni
9827,Bela
9828,Tikani
9829,Kharik
9830,Dhamara Ghat
9835,Koparia
9838,Danre Halt
9842,Katoriya
9844,Kakwara Halt
9855,Sadipur
9857,Baghi Bardiha
9858,Jamui
9862,Kajra
9863,Bariarpur
9865,Rajgarh
9868,Sainthia Junction
9871,Lohna Road
9874,Asanpur Kupha
9877,Naya Nagar
9878,Vidyapatidham
9879,Sandila
9892,Shahpur Patori
9893,Mehnar Road
9894,Sahadai Buzurg
9895,Desari
9901,Kharpokhra
9903,Campierganj
9907,Bhadrachalam Road
9925,Rangpara North Junction
9941,Sirsa
9951,Bajekan
9954,Khairoke
9963,Sukhchain
9965,Revur Ramapuram
9976,Ramannapet
9988,Parli-Vaijnath
9995,Nowbagh
9999,Pattukkottai
10015,Ankaikila
10042,Chhindwara Junction
10044,Ramsar
10045,Bolagarh Town
10046,Karanja Town
10047,Pohe
10048,Bhadsivni
10056,Nizchatia
10057,Dhalai Beel
10060,Kumbhawas Mundhalia Dabri
10062,Tangla
10065,Tufanganj
10067,Nampally
10074,Lakdi-ka-pul
10077,Akkurti
10101,Udyog Nagar
10103,Surajmal Stadium
10105,Ghosrana
10107,Adderi
10110,Shri Ramgarh
10112,Ballabgarh
10123,Tughlakabad
10125,Mohan Estate
10131,Harkesh Nagar Okhla
10137,Ranthambhor
10139,Mokholi
10143,Malarna
10144,Nimoda
10145,Narayanpur Tatwara
10151,Mandpiya
10157,Palayankottai
10166,Bhimal
10169,Netawal
10171,Lachipura
10184,Champajharan
10187,Lahoal
10188,Pratapgarh Junction
10189,Misrauli
10190,Thakurganj
10191,Borawar
10193,Budalur
10194,Nannilam
10196,Thiruthuraipundi Junction
10206,Nathdwara
10209,Udaipur
10212,Sekerkote
10224,Jharsuguda Road
10226,Sondad
10227,Kumbakonam
10228,Manali
10230,Mangudi
10231,Keeranur
10236,Bakaspur
10238,Govindpur Road
10239,Karra
10248,Bejnal
10251,Kanor
10252,Kheroda
10257,Bolpur Shantiniketan
10259,Prantik
10261,Aranghata
10277,Piali
10278,Banmankhi Junction
10279,Namkhana
10283,Kashinagar
10284,Madhabnagar
10286,Nishchintapur
10288,Uttar Radhanagar
10290,Gazole
10292,Janakinagar
10299,Rajmahal
10305,Gnandas Kandra
10332,Gunji
10340,Caranzol
10354,Jorai
10363,Kamakhyaguri
10366,Samuktala Road
10376,Neoranadi
10377,Baradighi
10380,Domohani
10401,Ambala City
10459,Naruana Jodhpur Ramana
10463,Dehradun
10485,Viravalli
10494,Vallampadugai
10495,Mettur
10498,Banspani
10506,Piplai
10509,Son Nagar Junction
10514,Khuntla
10517,Vastrapur
10529,Gur Market
10534,Melmaruvattur
10535,Acharapakkam
10541,Kizha Ambur
10543,Ambasamudram
10544,Bahawalbas
10547,Faqarsar
10554,Sudsar
10567,Kallakkudi Palanganatham
10569,Mathur
10572,Viluppuram Junction
10577,Mundiyampakkam
10597,MASANIWALA
10602,Prithvirajpur
10628,Nyoli Kalan
10632,Paranur
10636,Tambaram
10640,Mohanpura
10641,Jorkian
10642,Ramsinghpur
10643,Bikaner East
10644,Bari Sird
10647,Basni
10650,Dijar
10670,Asranada
10671,Kheri Salwa
10675,Deshnok
10678,Palana
10680,Jalsu
10681,Govindi Marwar
10682,Nawa City
10685,Loha
10716,Hansi
10717,Mayar
10722,Aurang Nagar
10723,Baniya Sanda Dhora
10724,Bhimarlai
10725,Parlu
10728,Tilwara
10729,Utarlai
10730,Jasai
10731,Bhachhbar
10734,Mokalsar
10735,Bhagwanpura
10736,Bhimana
10737,Khimel
10738,Kothar
10765,Rani
10775,Soniyana Mewar
10776,Dolaji Ka Khera
10789,Lambiya
10790,Dhuwala
10791,Singawal
10811,Bhupalsagar
10812,Debari
10813,Jai Samand Road
10814,Khemli
10815,Kundalgarh
10818,Surkhanda Ka Khera
10824,Vallabhnagar
10832,Shyampura
10844,Upramal
10851,Srinagar
10860,Dadhdevi
10861,Thalera
10883,Chaksu
10884,Chauth-ka-Barwara
10889,Channani
10890,Shitala Road
10895,Sanganer
10896,Siras
10897,Bhajera
10910,Deeg
10912,Bhaton-Ki-Gali
10970,Lakhan Majra
11019,Kullanchavadi
11067,Alur
11091,Mal Bazaar
11130,Yadadri (Raigir)
11162,Harebetta
11170,Songadh
11210,Yedamangala
11215,Kalladaka
11219,Neralakatte
11236,Lake Gardens
11262,Tirunellikaval
11263,Bhuda
11277,Pindrai
11284,Bhawanipatna
11307,Lalpur Umri
11308,Gangapur City
11309,Nelamangala
11311,Dalgaon
11312,Jhaua
11316,Haldi Road
11321,Parsa
11322,Lakshmikantapur
11323,Baharu
11324,Deula
11334,Bhoma
11338,Jurtara
11339,Palari
11340,Khairee
11341,Keolari
11350,Khatlabana
11358,Sulah Himachal Pradesh
11370,Buglanwali
11371,Palur
11375,Andanapettai
11376,Koradacheri
11377,Manjattidal
11378,Saliyamangalam
11379,Solagampatti
11380,Adiyakkamangalam
11381,Sahibpur Kamal Junction
11383,Mahwal
11384,Harpur Nag Halt
11385,Pipra
11388,Bardi Halt
11389,Sausar
11393,Umra Nala
11395,Korutla
11396,Poduru
11423,Warudkhed
11425,Lasina
11426,Sangvi
11427,Kapustalni
11428,Pathrot
11450,Majri Khadan
11456,Jagdevwala
11459,Mahimba
11461,Madanapur
11466,New Pandarpawani
11474,Lamta
11480,Shakti Nagar
11488,Sikta
11500,Venpura
11506,Sorta
11507,Kharaghoda
11508,Dhamtari
11509,Fateh Singhwala
11510,Krishna Chandrapur
11511,Jamsole
11512,Baripada
11515,Kuchai
11516,Buramara
11517,Bangriposi
11518,Rajalukan
11520,Maijapur
11529,Anpara
11542,Shahgarh
11543,Shudnipur
11544,Sehramau
11545,Sikandarpur
11584,Bargawan
11587,Gondwali
11589,Barauli
11590,Kankret
11592,Dobhi
11593,Kirakat
11597,Veer
11601,Rasra
11608,Ghoti
11609,Dighori Buzurg
11610,Lakholi
11613,Salchapra
11617,Arunachal Junction
11621,New Haflong
11630,Barhi
11631,Hazaribag Town
11632,Karota Patri Halt
11633,Dharhara
11635,Raghunathbari
11638,Ambajora Shikaripara
11640,Kurwa
11641,Jama
11643,Basukinath Railway Station
11644,Darjeeling
11648,Salemgarhmasani
11651,Bokajan
11656,Pavurchutram
11658,Tirunelveli Junction
11665,Venkatanarasimha Rajuvaripeta
11666,Ekambarakuppam
11668,Taduku
11671,Khaga
11672,Karbigwan
11675,Naugachhia
11676,Narayanpur
11677,Katareah
11678,Pasraha
11689,Badla Ghat
11690,Sarsi
11698,Lalkuan Junction
11701,Bazpur
11703,Matheran
11707,Timtala
11778,Badnera Junction
11792,Chitoda
11807,Dahegaon
11815,Wardha Junction
11821,Kaotha
11831,Sevagram
11849,Tuljapur
11853,Sindi
11857,Borkhedi
11867,Buti Bori
11871,Khapri
11873,New Airport
11881,Ujjwal Nagar
11882,Ajni
11883,Congress Nagar
11898,Sitabuldi
11907,नागपुर रेल्वे स्टेशन
11908,Nagpur Junction railway station
11928,Itwari Junction
11944,Kalamna
11966,Thodiyappulam
11968,Kanive Halli
11991,Akola Junction
11992,Akola
12000,Bhusaval Junction
12007,Ulundurpet
12008,Kulikarai
12010,Ayandur
12012,Biaspind
12017,Bodwad
12028,Varangaon
12036,Vaiyampatti
12037,Perugamani
12045,Gangraul
12046,Chola
12048,Patli
12076,Sealdah
12083,Mayiladuthurai Junction
12086,Gohpur
12095,Khamgaon
12112,Paras
12119,Jalamb Junction
12153,Biswa Bridge
12162,Malkapur
12179,Bisugir Sharif
12190,Bichia
12221,Bidhannagar Road
12258,Challakere
12270,Allahabad Chheoki Junction
12333,Sant Road
12343,Dadpur
12345,Shivanarayanpur
12354,Hilsa
12355,Oro Jagdishpur
12359,Jethian
12363,Katari
12365,Islampur
12366,Aungari Dham
12367,Ekangarsarai
12369,Lohanda
12371,Diyawan
12373,Singriawan
12374,Daniyawan Bazar Halt
12377,Khairadih Halt
12379,Wellington
12383,Khairah
12385,Rajapatti
12386,Alehpur Halt
12387,Katalpur Halt
12388,Dighwa Dubauli
12390,Natesar
12391,Karnauti Halt
12397,Siuri
12398,Goghat
12400,Maynapur
12403,Gangatikuri
12407,Bazarsau
12409,Mazbat
12410,Forbesganj Junction
12412,Satar Halt
12413,Kusiargaon
12415,Gogipothia Halt
12423,Bathnaha
12426,Jogbani
12428,Kirtyanand Nagar
12433,Kanpur Bridge Left Bank
12438,Bhigwan
12440,Karagola Road
12443,Bakhri
12444,Semapur
12452,Assembly
12457,Malanpur
12460,Nonera
12461,Rayatpura
12465,Soni
12466,Itehar
12473,Rayaru
12474,Nurabad
12487,Sikroda Kwanri
12507,Sandalpur
12575,Burhpura
12599,Basai
12621,Lalitpur Junction
12646,Sealdah
12668,Jakhalaun
12688,Karonda
12695,Mohasa
12706,Dhaura
12717,Railway Junction Station  (East Entrance)
12728,Mahadevkhedi
12739,Attur
12780,Gulabhganj
12820,Salamatpur
12839,Sukhi Sewaniya
12844,Pachawan
12855,Baktal
12860,Bakanian Bhaunri
12867,Parbati
12872,Bercha
12873,Kisoni
12883,Kalapipal
12888,Chakrod
12896,Akodia
12904,Mohammad Khera
12912,Ajit Kheri
12915,Ranayal Jasmia
12920,Donta
12937,Pir Umrod
12947,Binjana
12948,Jagannath Shankar Sheth Metro
12950,Sandhurst Road
12962,Dewas Junction
12964,Undasa Madhapur
13008,Naikheri
13012,Aslaoda
13020,Palsora Makrawan
13025,Unhel
13034,Piploda Bagla
13059,Byculla
13067,Morwani
13068,Dr. Radhakrishna Nagar
13075,Bangrod
13080,Runkhera
13091,Raoti
13101,Bildi
13106,Bhairongarh
13114,Nahargarh
13121,Thandla Road
13126,Bajrangarh
13144,Panch Piplia
13154,Amargarh
13163,Namli
13178,Jaora
13191,Dhodhar
13207,Piplia
13210,Malhargarh
13217,Balauda Takun
13218,Fatehabad Chandrawatiganj Junction
13224,Osra
13227,Pir Jhalar
13242,Rohal Khurd
13243,Mahidpur Road
13245,Luni Richha
13252,Vikramgarh Alot
13254,Thuria
13268,Shamgarh
13272,Garot
13305,Chaurakheri
13308,Dharnoda
13312,Mahugarha
13323,Taravata
13337,Lukwasa
13341,Rayshree
13344,Parakheda
13347,Mohana
13351,Renhat
13362,Naogaon
13364,Sheopur Kalan
13367,Datarda Kalan
13376,Girdharpur
13379,Durgapuri
13384,Khojeepura
13387,Seroni Road
13390,Tarrakalan
13393,Ikdori
13396,Sillipur
13401,Birpur
13404,Kaimarakalan
13405,Bijaipur Road
13410,Rampahari
13414,Pipalwali Chowk
13421,Khajuraho
13458,Hinautaramban
13468,Sagma
13470,Hati
13481,Khutaha
13483,Chitahra
13488,Majhagawan
13497,Amdara
13508,Maihar
13517,Lagargawan
13520,Jukehi
13521,Pakaria Road
13522,Ghunwara Railway Station
13543,Katni Junction
13550,Patwara
13579,Aslana
13580,Dangidahar
13583,Golapatti
13587,Sagoni
13595,Ghatera
13623,Salaia
13624,Bandakpur
13637,Bakhleta
13638,Majhgawan Phatak
13639,Rithi
13645,Patohan
13646,Hardua
13662,Lidhora Khurd
13673,Isarwara
13706,Duvri Kalan
13714,Beohari
13733,Kanchanpur Road
13743,Gajara Bahara
13751,Niwas Road
13785,Vilayatkalan Road
13818,Mauhari
13836,Chhada
13849,Dhurwasin
13850,Harrad
13853,Baihatola
13862,Amlai
13869,Singhpur
13877,Badhwabara
13880,Ghunghuti
13895,Karkeli
13905,Lorha
13914,Rupaund
13919,Jhalwara
13931,Dundi
13938,Kareli
13942,Narsinghpur
13959,Shridham
13970,Madan Mahal
13976,Gadarwara
14016,Bagratawa
14107,Barkhera
14150,Chhidgaon
14171,Dulariya
14182,Dagarkhedi
14214,Harda
14216,Charkhera
14224,Surgaon Banjari
14234,Barud
14239,Mathela
14253,Bargaon Gujar
14268,Kohdad
14273,Bagmar
14282,Chandni
14291,Nepanagar
14300,Sagphata
14316,Burhanpur
14337,Asirgarh Road
14346,Ajanti
14347,Sirran
14348,Attar
14356,Kala-Akhar
14364,Kiratgarh
14381,Barbatpur
14386,Magardoh
14405,Maramjhiri
14423,Dharakhoh
14424,Ghoradongri
14425,Betul
14433,Hatanpur
14434,Multai
14435,Gudankhapa
14440,Darimeta
14441,Teegaon
14442,Lalawadi
14446,Barelipar
14453,Nawegaon
14454,Markadhana
14458,Bardhana
14476,Sumaoli
14477,Champion
14480,Sarangpur
14485,Pachor Road
14486,Karanwas
14487,Sinduriya Kachari
14489,Pench
14493,Ramri
14494,Kumbhraj
14507,Siroliya
14512,Chauhani
14524,Morak
14579,Kapren
14580,Ghata-Ka-Varana
14581,Laban
14584,Lakheri
14601,Dhindhora Hukmi Kheda
14611,Ranikund Rarah
14635,Jatwara
14636,Gandhi Nagar Jaipur
14656,Arniya
14664,Aulenda
14688,Hirnoda
14690,Dhinda
14695,AsaIpur Jobner
14700,Bobas
14702,Sheo Singh Pura
14705,Dhanakya
14716,Kanakpura
14725,Gahlota
14726,Sali
14734,Naraina
14737,Saradhna
14753,Jawali
14755,Somesar
14768,Guriya
14772,Maval
14795,Swarupganj
14802,Pindwara
14803,Keshavganj
14807,Jawai Bandh
14811,Jharwasaa
14816,Nasirabad
14819,Hatundi
14825,Bandanwara
14839,Bhilwara
14845,Mandal
14853,Raila Road
14860,Bundi
14861,Banasthali Niwai
14862,Bidiyad
14885,Fateh Nagar
14894,Kapasan
14897,Pandoli
14899,Thamla Mogana
14901,Dungarpur
14914,Padla
14918,Udaipur City
14933,Jodhpur
14943,Pipar Road Junction
14953,Merta Road Junction
14966,Janiyana
14969,Balotra
14980,Ajit
14990,Dundara
14993,Baytu
14996,Dudia
15004,Kuswa
15005,Sonai
15009,Nigohan
15010,Lucknow Amausi Airport
15016,Manak Nagar
15031,Alambagh West Cabin
15043,Durgapuri
15044,Lucknow Junction
15045,Charbagh Railway Station
15048,Malhaur
15081,Egmore
15096,Pingleswar
15097,Tajpur
15098,Shivpura
15121,Aishbagh
15138,IT College
15142,Kilpauk
15143,Nehru Park
15147,Mohibullapur
15163,Gokulpur Saboli
15167,Alamnagar
15178,சின்னமலை
15179,Dilawarnagar
15180,Kakori
15181,Rahimabad
15182,Bakshi Ka Talab
15183,Itaunja
15185,Kodambakkam Metro
15187,Barabanki Junction
15188,Jugaur
15212,Rasauli
15213,Safedabad
15214,Bakkas
15215,Anupganj
15223,Utrahtia
15249,Pune Junction
15282,Ghorpuri
15309,Ataria
15310,Barai Jalalpur
15311,Khairabad Awadh
15312,Manwa
15323,Kamlapur
15327,Sidhauli
15328,Suraincha
15344,District Court (Aqua Line)
15345,District Court (Pink Line)
15348,Shivajinagar
15349,Shivajinagar
15350,Shivaji Nagar
15355,Range Hills
15375,Amausi
15380,Malihabad
15388,Bindaura
15416,Burhwal Junction
15432,Tahsil Fatehpur
15440,Rafinagar
15441,Sundhiamau
15452,Puratchi Thalaivar Dr. M. G. Ramachandran Central
15470,Kanhan Junction
15478,Kamalpur
15479,Wair
15484,Tala
15488,Binaiki
15491,Bhimrana
15492,Sardarshahr
15507,Sherekan
15512,Margherita
15571,Kamarbandha Ali
15573,Thasra
15577,Chaparmukh Junction
15580,Thakurkuchi
15588,Safdarganj
15591,Kailsa
15592,Belthara Road
15593,Turtipar
15594,Lushala
15595,Deoria Sadar
15598,Nishangara
15601,Dehare
15603,Dipa Halt
15604,Barpathar
15606,Chhuchhapura Junction
15607,Jojwa
15611,Jalal Khali
15613,Bethuadahari
15616,Baruipur Junction
15617,Patdi
15618,Garia
15620,Subhas Gram
15621,Mallikpur
15622,Bhalukmara
15623,Cinnamara
15624,Rowriah Sdg
15625,Kendukona
15630,Tagdi
15631,Shalimar
15636,Latipura
15637,Palej
15638,Namti
15639,Bhojo
15640,Longpatia
15641,MohKhuti
15642,Mahutgaon
15643,Mezenga
15644,Moran
15645,Nazira
15646,Sepon
15649,Naharkatiya
15650,Namrup
15654,Chalisgaon Junction
15673,Chadotar
15711,Chhapi
15712,Umardashi
15724,Dhinoj
15727,Selavi
15728,Manund
15732,Ranuj Junction
15733,Unjha
15734,Dhanpura
15735,Dethli
15742,Brahmanvada
15743,Randala
15751,Kadarpur
15761,Varetha
15768,Katosan Road Junction
15773,Bhatariya
15775,Dhrangadhra Junction
15803,Dhanala
15819,Sansarpur
15822,Niwar
15849,Makansar
15858,Lakhamanchi
15878,Ujalvav
15885,Chuda
15894,Bajud
15922,Nandpur Bhatauli
15953,Bharmar
15954,Balle Da Pir Larth
15974,Rajkot Junction
16008,Khorana
16013,Jam Wanthali
16048,Kuranga
16049,Baradiya
16050,Viramdad
16056,Khambhaliya
16108,Jashapar
16130,Gop Jam
16137,Lalpur Jam
16139,Labour Hut
16143,Dobeta
16144,Barmala
16155,Olinda
16156,Nella
16168,Supedi
16187,Katkola
16192,Paneli Moti
16220,Semla
16276,Keshod
16293,Bandhnath
16321,Satadhar
16339,Hadmadiya
16340,Sandhanidhar
16348,Jamwala
16350,Gir Hadmatiya
16357,Jambur
16391,Charodia
16392,halt
16395,Vijpadi Road
16398,Gadhakda
16415,Liliya Mota
16418,Panchtalavda Road
16423,Amritvel
16424,Mota Jadra
16440,Dhandhuka
16443,Rayaka
16449,Isand
16450,Jhulasan
16451,Dangarwa
16460,Unava Vasan
16461,Lodra
16470,Haridwar
16476,Hapa Road
16491,Od
16498,Usra
16502,Rentiya
16512,Dhamarda
16519,Jekot
16523,Kansudhi
16525,Chanchelav
16531,Piplod
16532,Limkheda
16544,Kharsaliya
16553,Godhra Junction
16575,Bakrol
16585,Vasad Junction
16587,Adas Road
16590,Vadod
16595,Utarsanda
16604,Nadiad Junction
16607,Mahemadavad Kheda Road
16612,Kanij
16613,Barejadi Nandej
16624,Sabarmati
16627,Kali Road
16630,Chandkheda Road
16634,Saij Sertha Road
16635,Sanand
16636,Vasan Iyava
16638,Chharodi
16643,Sabarmati Junction
16645,Chandlodiya
16657,Maroli
16678,Gothangam
16681,Kim
16682,Hathuran
16688,Ankleshwar Junction
16700,Kashipura Sarar
16712,Makarpura
16744,Dungri
16765,Amalsad
16768,Hansapore
16770,Navsari
16779,Bordi Road
16792,Dadhal Inam
16819,Chikhli Road
16823,Dholikuva
16840,Krishna Mohan
16848,Shasan Road
16849,Dhapdhapi
16850,Surjyapur
16851,Sorupeta
16852,Kokrajhar
16883,Srirampur Assam
16906,Udairampur
16907,Kulpi
16908,Karanjali
16910,Nischintapur Market
16917,Ghograpar
16924,Kalikapur
16925,Champahati
16926,Betberia Ghola
16927,Ghutiari Sharif
16928,Munda Gopal Ashram
16929,Mahmudabad Avadh
16955,New Katni Junction
16966,Langcholiet railway station
17018,Shendri
17022,Mahisgaon
17027,Parikha
17031,Gandhismriti
17034,Pushkar
17035,Budha Pushkar
17040,Durganagar
17041,Birati
17042,Bisharpara Kodalia
17043,New Barrackpore
17044,Madhyamgram
17045,Hridaypur
17046,Shri Makrinath Nagar
17051,Chalvada
17052,Pansar
17053,Rafaleshwar
17056,Pilwai Road
17057,Vambori
17058,Juriagaon
17063,Lunsu
17073,Bedetti
17074,Brahmajan
17075,Tanijan Halt
17076,Badmal
17139,Koraput Junction
17190,New Bongaigaon Junction
17191,Sinthal
17195,Baori Thikria
17197,Phariha
17198,Khorason Road
17203,Dugdol
17255,Narketpalli
17261,Korahia
17317,Komagata Maru Budge Budge
17318,Nangi
17319,Akra
17321,Brace Bridge
17323,Santoshpur
17327,Galsi
17334,Talit
17337,Dapodi
17338,Kasarwadi
17339,Nashik Phata
17340,Sant Tukaram Nagar
17341,Pimpri
17344,Chinchwad
17347,Akurdi
17348,Bhuli
17357,Kamnara
17358,Khetia
17367,Chintadaripet
17369,அரசினர் தோட்டம்
17372,Velachery
17376,Thirumayilai Metro
17377,Mundakakanni Amman Koil
17380,Adambakkam
17384,Sevvapet Road
17385,Tiruninravur
17397,Kopar
17408,Lower Parel
17414,Wimco Nagar
17420,Ponpadi
17422,Tokkuttu
17425,Kandambakkam
17436,Barakar
17438,Kumardubi
17439,Thapar Nagar
17440,Nimiaghat
17446,Pipradih
17453,Chichaki
17456,Bansinala Halt
17457,Tankuppa
17458,Shaheed Ishwar Chowdhary Halt
17467,Kastha
17476,Begumpet
17477,Begumpet
17478,Begumpet
17490,Devthana
