id,lon,lat
778,88.41496,23.01882
779,88.41562,23.01961
780,88.39826,22.99030
781,88.39982,22.99619
782,88.41304,23.01640
783,88.36608,22.98664
784,88.35364,23.00093
785,88.32444,23.03581
786,88.27231,23.06939
787,88.26962,23.07060
788,88.24166,23.08937
789,88.37525,22.96916
790,88.36840,22.98394
791,88.35378,22.86660
792,88.35981,22.87542
793,88.32888,22.77304
794,88.32231,22.78015
795,88.28382,22.79718
796,88.26367,22.80464
797,88.20513,22.82063
798,88.16946,22.82967
799,88.16020,22.83169
800,88.13773,22.83161
801,88.34115,22.66705
802,88.34013,22.75127
803,88.31759,22.65301
804,88.30686,22.65651
805,88.18016,22.87211
806,88.20027,22.83045
807,88.27938,22.69611
808,88.34991,22.65260
809,88.35791,22.65327
810,88.36236,22.65370
811,88.36544,22.65396
812,88.37688,22.65407
813,88.37749,22.65389
814,88.39086,22.64947
815,88.40493,22.63055
816,88.41317,22.63874
817,88.45138,22.69321
818,88.48261,22.72308
819,88.48578,22.72611
820,88.51270,22.75066
821,88.50837,22.72265
822,88.56489,22.68597
823,88.58748,22.68055
824,88.61078,22.67333
825,88.36748,22.60827
826,88.39524,22.60092
827,88.38834,22.59836
828,88.25902,22.58080
829,88.25860,22.58169
830,88.26779,22.58839
831,88.27438,22.59342
832,88.29089,22.60545
833,88.27070,22.58820
834,88.28070,22.58460
835,88.28744,22.58380
836,88.28885,22.58378
837,88.25200,22.58138
838,88.25832,22.57726
839,88.19810,22.54595
840,88.10476,22.47340
841,80.21314,13.10961
842,83.13580,25.50990
843,82.42483,25.46101
844,84.00898,25.56680
845,84.16108,25.57147
846,84.31204,25.56491
847,82.80227,25.56874
848,82.71661,25.71479
849,82.71237,25.72976
850,82.69894,25.77185
851,76.63750,12.30748
852,76.63744,12.30727
853,76.63806,12.29585
854,76.63920,12.31226
855,76.64388,12.31404
856,82.19691,25.35489
857,81.91244,25.31817
858,81.88011,25.35986
859,81.87032,25.37245
860,81.85808,25.40059
861,81.84874,25.42830
862,81.84816,25.43007
863,81.84721,25.43289
864,81.83876,25.44397
865,81.82582,25.44583
866,81.82358,25.44610
867,81.83814,25.44434
868,81.84890,25.44143
869,81.85691,25.43999
870,81.85752,25.44063
871,81.87280,25.44707
872,81.87568,25.44561
873,81.87877,25.44397
874,81.88050,25.44304
875,81.88342,25.44192
876,81.90146,25.43559
877,82.01280,25.41422
878,81.86366,25.44766
