id,lon,lat
991,72.828441,18.973012
992,72.833730,18.974083
993,72.835001,18.974198
994,72.818241,18.974445
995,72.828211,18.973876
996,72.809145,18.974164
997,72.809855,18.974100
998,72.812894,18.973389
999,72.826564,18.973977
1000,72.827620,18.974006
1001,72.808114,18.974286
1002,72.832053,18.974299
1003,72.835127,18.974602
1004,72.806457,18.975156
1005,72.818926,18.974809
1006,72.826832,18.974617
1007,72.810456,18.974621
1008,72.825972,18.974878
1009,72.831680,18.974774
1010,72.829608,18.975062
1011,72.810309,18.975278
1012,72.824417,18.975380
1013,72.810785,18.975383
1014,72.819199,18.976886
1015,72.828714,18.975241
1016,72.833752,18.975467
1017,72.823585,18.975678
1018,72.835523,18.975688
1019,72.848620,18.975789
1020,72.828791,18.975838
1021,72.829335,18.975751
1022,72.827364,18.975973
1023,72.841365,18.976228
1024,72.845649,18.976187
1025,72.846312,18.976086
1026,72.826411,18.976228
1027,72.834365,18.976362
1028,72.840514,18.976226
1029,72.825664,18.976442
1030,72.844124,18.976437
1031,72.846610,18.978010
1032,72.828851,18.976569
1033,72.829442,18.976482
1034,72.827293,18.976554
1035,72.830256,18.976586
1036,72.824821,18.976683
1037,72.842687,18.977055
1038,72.835589,18.976774
1039,72.830607,18.976727
1040,72.843914,18.977315
1041,72.841475,18.977453
1042,72.830518,18.977540
1043,72.843818,18.977764
1044,72.830625,18.977817
1045,72.842241,18.978434
1046,72.824208,18.978172
1047,72.847532,18.978563
1048,72.833486,18.977071
1049,72.845349,18.978623
1050,72.818816,18.979485
1051,72.833878,18.979172
1052,72.840944,18.979330
1053,72.841382,18.979429
1054,72.841935,18.979540
1055,72.832247,18.979908
1056,72.832124,18.979675
1057,72.843365,18.979842
1058,72.821188,18.979877
1059,72.831198,18.979897
1060,72.841284,18.979914
1061,72.843275,18.980379
1062,72.826795,18.980644
1063,72.827013,18.980715
1064,72.834374,18.980540
1065,72.840777,18.980265
1066,72.850188,18.980121
1067,72.836823,18.980453
1068,72.841178,18.980405
1069,72.822341,18.980450
1070,72.841901,18.980654
1071,72.843154,18.980878
1072,72.826378,18.980978
1073,72.837674,18.980802
1074,72.841041,18.980976
1075,72.836177,18.980865
